let NODES := 21;
let npasos := 4;
let z1[0] := 1;
let z1[1] := 0.63477;
let z1[2] := 0.388832;
let z1[3] := 0.29934;
let z1[4] := 0.279838;
let z1[5] := 0.214493;
let z1[6] := 0.180487;
let z1[7] := 0.154855;
let z1[8] := 0.151302;
let z1[9] := 0.142579;
let z1[10] := 0.131577;
let z1[11] := 0.104416;
let z1[12] := 0.114162;
let z1[13] := 0.101877;
let z1[14] := 0.0915242;
let z1[15] := 0.085964;
let z1[16] := 0.0835083;
let z1[17] := 0.0740255;
let z1[18] := 0.0693365;
let z1[19] := 0.0704421;
let z1[20] := 0.0694147;
let z2[0] := 0;
let z2[1] := 0.290892;
let z2[2] := 0.307701;
let z2[3] := 0.29363;
let z2[4] := 0.216859;
let z2[5] := 0.171711;
let z2[6] := 0.14338;
let z2[7] := 0.108693;
let z2[8] := 0.0917136;
let z2[9] := 0.0746851;
let z2[10] := 0.0562457;
let z2[11] := 0.0444189;
let z2[12] := 0.0357868;
let z2[13] := 0.0291328;
let z2[14] := 0.0244181;
let z2[15] := 0.019347;
let z2[16] := 0.0157328;
let z2[17] := 0.0157945;
let z2[18] := 0.0132275;
let z2[19] := 0.0118624;
let z2[20] := 0.0100503;
let insts2[0] := 0.0;
let insts2[1] := 0.0125;
let insts2[2] := 0.025;
let insts2[3] := 0.0375;
let insts2[4] := 0.05;
let insts2[5] := 0.0625;
let insts2[6] := 0.075;
let insts2[7] := 0.0875;
let insts2[8] := 0.1;
let insts2[9] := 0.1125;
let insts2[10] := 0.125;
let insts2[11] := 0.1375;
let insts2[12] := 0.15;
let insts2[13] := 0.1625;
let insts2[14] := 0.175;
let insts2[15] := 0.1875;
let insts2[16] := 0.2;
let insts2[17] := 0.2125;
let insts2[18] := 0.225;
let insts2[19] := 0.2375;
let insts2[20] := 0.25;
let insts2[21] := 0.2625;
let insts2[22] := 0.275;
let insts2[23] := 0.2875;
let insts2[24] := 0.3;
let insts2[25] := 0.3125;
let insts2[26] := 0.325;
let insts2[27] := 0.3375;
let insts2[28] := 0.35;
let insts2[29] := 0.3625;
let insts2[30] := 0.375;
let insts2[31] := 0.3875;
let insts2[32] := 0.4;
let insts2[33] := 0.4125;
let insts2[34] := 0.425;
let insts2[35] := 0.4375;
let insts2[36] := 0.45;
let insts2[37] := 0.4625;
let insts2[38] := 0.475;
let insts2[39] := 0.4875;
let insts2[40] := 0.5;
let insts2[41] := 0.5125;
let insts2[42] := 0.525;
let insts2[43] := 0.5375;
let insts2[44] := 0.55;
let insts2[45] := 0.5625;
let insts2[46] := 0.575;
let insts2[47] := 0.5875;
let insts2[48] := 0.6;
let insts2[49] := 0.6125;
let insts2[50] := 0.625;
let insts2[51] := 0.6375;
let insts2[52] := 0.65;
let insts2[53] := 0.6625;
let insts2[54] := 0.675;
let insts2[55] := 0.6875;
let insts2[56] := 0.7;
let insts2[57] := 0.7125;
let insts2[58] := 0.725;
let insts2[59] := 0.7375;
let insts2[60] := 0.75;
let insts2[61] := 0.7625;
let insts2[62] := 0.775;
let insts2[63] := 0.7875;
let insts2[64] := 0.8;
let insts2[65] := 0.8125;
let insts2[66] := 0.825;
let insts2[67] := 0.8375;
let insts2[68] := 0.85;
let insts2[69] := 0.8625;
let insts2[70] := 0.875;
let insts2[71] := 0.8875;
let insts2[72] := 0.9;
let insts2[73] := 0.9125;
let insts2[74] := 0.925;
let insts2[75] := 0.9375;
let insts2[76] := 0.95;
let insts2[77] := 0.9625;
let insts2[78] := 0.975;
let insts2[79] := 0.9875;
let insts2[80] := 1.0;
